-5,-5,-3,-7,-35,-94,-5,16,
-6,-1,-3,-2,1,-22,12,8,
-1,1,-3,-6,-5,-8,4,19,
0,1,1,-2,2,54,-8,-7,
-3,2,-5,-12,-11,-29,-7,10,
-3,-1,-3,1,-1,3,-8,-30,
-4,-5,1,-15,-4,-20,-4,35,
2,1,0,1,14,14,14,2,
8,1,5,-2,11,-16,7,6,
0,-2,-3,0,2,23,-5,6,
7,10,6,-6,-1,-17,3,-6,
1,-4,-1,-4,0,-13,-4,105,
1,0,1,4,8,19,6,-13,
0,1,-3,-5,-9,26,6,69,
0,-4,-3,2,9,11,0,-18,
-1,-2,4,-1,-16,8,-5,-9,
7,3,-3,1,-1,-31,4,24,
-2,-1,0,0,0,63,-7,-23,
2,3,1,-2,5,24,1,24,
1,1,0,0,2,-71,-6,-21,
-1,-4,-1,0,4,5,-6,-35,
-6,1,-4,4,4,37,2,-23,
3,-2,-2,-5,4,-5,-7,-10,
-5,1,7,9,7,-51,-7,-8,
0,-2,4,4,0,73,5,94,
-1,4,-1,-6,-11,-20,6,28,
-1,2,-6,-18,-24,6,-5,-22,
-2,0,-3,-3,5,69,13,-15,
-4,-5,-3,0,-3,39,-9,-27,
-1,-4,-4,-4,4,-94,-14,-55,
-18,-3,-5,-7,-10,11,-2,-11,
-1,-2,-4,-2,-3,-21,-6,4,
-1,-1,-4,2,-4,19,-5,-17,
-3,-2,0,-3,6,-21,-8,1,
6,11,-2,-16,-25,-15,1,-18,
-5,3,0,5,9,0,3,5,
2,-2,-2,-2,-8,39,1,3,
6,-3,2,-2,-6,-31,-5,4,
-11,-3,-6,-4,14,24,4,-9,
-5,2,-5,-5,-5,3,-6,-8,
10,5,0,3,2,-5,-7,-3,
-11,-2,-5,-1,1,28,-11,-59,
-3,-3,7,8,11,-16,1,37,
1,0,-5,2,-4,-79,0,-12,
-3,2,-3,-4,9,18,0,-27,
4,1,4,2,-4,-9,-14,-24,
1,4,-5,-5,-5,82,14,101,
-2,0,-5,-5,-17,-73,-13,-11,
-6,-3,-2,2,-1,-12,-7,-27,
-2,-6,-2,6,-1,-32,-9,-11,
2,-1,-2,2,5,17,-7,-9,
-7,-2,-6,-2,-12,45,-2,-17,
6,-3,-1,1,4,23,11,4,
2,-3,-3,-7,-23,12,-11,20,
-2,-3,-1,-3,0,8,0,-9,
-3,-1,-5,-4,-14,-104,-5,3,
7,-1,-4,-2,4,32,-6,-15,
0,-8,-2,2,2,22,2,-7,
-1,4,-1,-4,-17,-22,-2,-12,
0,1,2,-2,-4,-7,2,-2,
-1,-3,-4,-2,-8,10,-6,-17,
-1,2,1,6,21,7,7,1,
1,-1,-3,1,16,-16,0,1,
2,1,3,-8,-7,-16,-3,1,
3,1,5,1,8,-3,6,-2,
-2,-2,-3,-1,-13,-20,3,-8,
-17,-1,-7,0,-2,-40,3,34,
-2,0,-4,-2,-8,-3,-3,-16,
-3,0,-1,2,-3,-16,1,-16,
3,-1,0,4,10,26,5,6,
-4,0,-2,-7,-9,-68,-2,-8,
2,-2,-3,2,-5,40,-6,-12,
4,-2,0,-4,-11,-64,-17,-6,
-2,-4,2,-4,-8,12,0,-4,
3,-2,-1,5,-1,10,1,-1,
1,-2,0,9,6,25,4,-6,
0,0,-2,5,19,-11,-2,9,
5,-4,-3,-1,-2,-22,-2,-2,
-4,-1,-1,-4,-1,36,4,-1,
0,3,1,-4,-3,19,-1,-5,
2,-2,-1,-3,6,36,-1,12,
3,-6,2,11,2,36,-2,17,
3,-2,0,-2,2,-20,-9,-13,
-3,-3,0,0,11,-16,8,2,
-3,-4,-3,1,11,16,2,18,
0,0,1,4,7,12,-3,-5,
