0,2,-1,0,8,-14,2,-4,
0,0,0,-3,-4,-13,-3,5,
-3,3,1,0,-2,-2,1,3,
2,-4,-2,0,-2,-3,-3,-45,
-3,-3,4,2,12,-8,-3,-72,
3,3,-4,-5,-12,31,5,5,
-4,-6,-4,-3,4,-7,-2,-1,
-2,-3,1,2,4,8,-3,0,
-2,1,3,-1,1,-8,8,11,
-1,-2,-3,-3,-22,-14,-1,32,
4,-1,-1,-4,5,-4,4,-7,
1,-3,-1,2,6,-11,2,13,
-8,2,0,-2,4,4,-2,-17,
-6,-2,2,0,-7,4,-3,-6,
1,-1,0,3,4,-12,2,-28,
3,2,-2,-2,0,4,-2,-6,
-1,-1,2,0,-8,-9,-13,111,
-2,-3,1,0,0,-10,3,16,
2,0,-2,2,1,3,1,-70,
-1,-4,-2,-1,1,-7,0,-28,
0,4,-2,-1,-7,4,-1,21,
-4,-2,1,0,-2,-8,-2,-21,
1,0,1,-1,-14,-2,-4,12,
0,-3,0,4,-2,0,-6,44,
-4,1,-2,-2,-1,5,4,15,
-4,-1,1,-2,-1,2,-5,1,
0,-1,1,-3,-6,8,-5,-7,
5,-2,-6,-4,-2,0,8,38,
-2,-1,1,-1,-1,19,-3,46,
-3,-4,-2,1,1,3,-4,1,
-2,0,3,4,5,-10,-1,-33,
3,-4,-2,-3,-4,6,4,-52,
-1,0,0,4,4,3,10,-30,
1,-1,-5,-12,-34,-14,-2,0,
-1,1,-4,-2,3,4,-4,-14,
0,-2,-1,-4,1,2,2,-40,
1,0,-1,5,1,-11,-2,-14,
5,-2,-5,-2,-1,7,1,-3,
0,-2,0,-2,-10,18,-3,-45,
-2,-1,1,4,3,0,0,-16,
0,0,3,-1,-4,6,7,-36,
2,-1,-3,0,-2,-2,2,-5,
-1,-4,0,0,1,-5,-6,4,
-3,1,-1,-3,2,-1,-2,-8,
0,-2,-3,-1,-3,2,-3,-26,
2,1,4,2,0,-9,3,1,
0,-1,-2,-3,-5,1,2,6,
4,4,-4,-9,10,3,-6,-15,
-1,-1,-2,0,-3,-8,2,8,
-3,1,-3,0,-3,2,-4,-27,
-5,0,-1,1,-2,-3,-8,-27,
5,2,1,-3,5,14,4,5,
1,3,0,1,2,-12,-3,18,
-3,2,-3,-1,-5,-6,-1,-10,
-1,-1,-3,-1,-2,1,1,6,
4,3,1,-2,-4,-3,3,29,
-5,-4,-3,-1,2,-9,-8,-8,
-3,2,-1,0,0,26,-2,25,
1,-5,-6,-2,-3,-5,-8,3,
0,2,4,-4,-1,0,7,-1,
0,-4,-3,0,-5,5,0,-20,
0,2,-2,1,-6,-5,-1,-2,
-2,-2,-1,0,5,1,0,2,
-5,2,-1,-5,-15,-16,-2,6,
-2,-4,-1,0,1,8,0,-2,
-1,1,-2,1,3,-11,2,-19,
2,3,-5,-2,-3,-9,-6,-28,
-3,-1,-2,-4,-2,2,-1,-16,
-1,-3,-4,1,-1,5,-2,-14,
8,1,-2,-4,-10,5,-5,-8,
0,-2,0,-1,2,1,0,-25,
-4,2,1,-3,1,-2,0,-29,
-5,-2,-1,-3,-2,-3,-1,-17,
-4,-1,-3,5,3,20,-2,43,
-2,0,-3,-3,-11,-14,-1,10,
